연립다세대,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
성동펠리츠빌,11200,하왕십리동,994-13,2003,2.0,52.92,2022,12,10,10000,44,갱신,23.01~25.01,사용,10000.0,40.0,37.562462,127.029586,상왕십리역[2호선],0.23590864529051556
(890-84),11200,하왕십리동,890-84,2022,5.0,39.74,2022,12,20,5000,150,신규,22.12~24.12,,,,37.562462,127.029586,상왕십리역[2호선],0.23590864529051556
동아맨션,11200,홍익동,125,1977,3.0,85.36,2015,1,19,17000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,27.45,2015,1,21,19000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,3.0,15.43,2015,2,12,1000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,3.0,24.31,2015,2,12,6300,35,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,2.0,15.43,2015,2,27,9000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,5.0,13.05,2015,3,7,6000,20,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,5.0,15.54,2015,3,10,9000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,5.0,68.96,2015,4,14,9000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
청기와빌라,11200,홍익동,346,1997,4.0,55.32,2015,4,25,19000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,5.0,85.36,2015,6,8,18000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,2.0,60.36,2015,6,15,5000,60,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
마인하임B,11200,홍익동,101-1,2013,2.0,37.025,2015,7,21,26500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,4.0,25.11,2015,8,4,1000,80,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,4.0,22.27,2015,8,17,18000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,5.0,25.11,2015,8,29,1000,75,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,5.0,61.19,2015,9,18,18500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,2.0,25.11,2015,10,4,2000,70,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,5.0,31.46,2015,10,30,19000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,31.4,2015,11,28,10000,30,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,4.0,72.56,2015,12,28,15000,20,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,30.26,2015,12,30,11000,25,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,16.82,2016,1,5,4000,35,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,5.0,13.05,2016,1,7,6000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,2.0,34.78,2016,1,9,9000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,3.0,13.94,2016,2,23,3000,40,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,2.0,29.98,2016,3,5,3000,45,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,5.0,85.36,2016,3,9,15000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,3.0,16.82,2016,4,8,3000,40,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,4.0,12.24,2016,4,9,3000,48,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,5.0,60.36,2016,4,19,6000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,4.0,13.05,2016,5,12,5000,30,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,3.0,12.24,2016,6,1,2000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
마인하임B,11200,홍익동,101-1,2013,5.0,37.025,2016,7,18,28000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,4.0,15.43,2016,8,12,11000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,2.0,16.82,2016,9,1,6000,20,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,3.0,27.45,2016,10,11,22000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,4.0,27.45,2016,10,19,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,3.0,13.88,2016,11,11,2000,45,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,5.0,27.45,2016,11,12,22000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,31.46,2016,11,13,19000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,4.0,13.05,2016,11,24,2000,40,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,4.0,31.46,2016,11,30,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,5.0,28.49,2016,12,2,22500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,3.0,28.49,2016,12,2,20500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,2.0,24.31,2016,12,6,7000,60,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,28.49,2016,12,11,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,6.0,12.0,2016,12,13,5000,25,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,4.0,27.45,2016,12,20,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,28.49,2016,12,26,6000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,3.0,13.05,2016,12,28,1000,40,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,5.0,13.05,2016,12,31,2000,45,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,5.0,16.82,2016,12,31,12000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
한신그린빌,11200,홍익동,62,2016,5.0,25.92,2017,1,4,3000,60,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,4.0,28.49,2017,1,7,22000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,31.4,2017,1,23,2000,77,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,2.0,13.88,2017,2,1,3000,35,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,25.89,2017,2,3,8000,30,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,4.0,25.11,2017,2,7,2000,80,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,6.0,12.0,2017,2,13,12000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,5.0,12.0,2017,2,28,12000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,5.0,15.22,2017,3,4,2000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,3.0,12.0,2017,3,13,1000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,3.0,16.82,2017,3,15,3000,40,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
동아맨션,11200,홍익동,125,1977,3.0,85.36,2017,3,17,15000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,27.45,2017,3,17,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
마인하임B,11200,홍익동,101-1,2013,2.0,37.025,2017,3,18,27000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,30.26,2017,3,24,2000,65,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,4.0,26.93,2017,3,29,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,6.0,16.6,2017,3,31,15500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,5.0,24.85,2017,3,31,15500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,6.0,26.8,2017,4,5,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,5.0,24.85,2017,4,8,16000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,5.0,25.11,2017,4,15,5000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
한신그린빌,11200,홍익동,62,2016,4.0,46.4,2017,4,24,10000,80,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,4.0,28.63,2017,4,25,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,4.0,26.93,2017,4,28,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,5.0,26.93,2017,5,9,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,2.0,28.63,2017,5,13,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,3.0,26.93,2017,5,31,22000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,2.0,26.93,2017,5,31,22500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,2.0,26.93,2017,6,3,22500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,3.0,28.63,2017,6,3,5000,85,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,4.0,26.93,2017,6,5,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,4.0,22.27,2017,6,13,5000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌6차,11200,홍익동,30,2017,3.0,54.51,2017,6,13,33000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,6.0,26.8,2017,6,20,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,4.0,28.63,2017,6,24,23500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌6차,11200,홍익동,30,2017,4.0,36.33,2017,6,26,31000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌6차,11200,홍익동,30,2017,3.0,54.51,2017,7,18,33000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,4.0,31.46,2017,7,27,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,3.0,28.63,2017,7,30,23500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,5.0,26.93,2017,8,16,24000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌6차,11200,홍익동,30,2017,4.0,48.5,2017,8,25,32000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,3.0,22.27,2017,8,25,6000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,5.0,22.27,2017,8,28,3000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,3.0,22.27,2017,8,31,8000,45,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,3.0,28.49,2017,8,31,24900,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
레이나D동,11200,홍익동,17-3,2014,6.0,44.89,2017,9,19,30000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
청기와빌라,11200,홍익동,346,1997,3.0,58.56,2017,11,13,25000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,3.0,13.05,2017,11,20,1000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,2.0,34.78,2017,11,30,3000,40,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
청기와빌라,11200,홍익동,346,1997,4.0,55.32,2017,12,4,20000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,5.0,27.45,2017,12,12,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
인하우스,11200,홍익동,294,2018,3.0,38.77,2018,1,2,15000,75,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,3.0,26.93,2018,1,10,23000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,5.0,16.82,2018,1,12,12000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
인하우스,11200,홍익동,294,2018,6.0,41.34,2018,2,21,15000,105,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
인하우스,11200,홍익동,294,2018,4.0,28.58,2018,2,27,7000,70,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
마인하임B,11200,홍익동,101-1,2013,2.0,37.025,2018,3,7,10000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,4.0,22.27,2018,3,16,1000,60,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
인하우스,11200,홍익동,294,2018,4.0,41.39,2018,3,28,31000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,30.26,2018,5,15,4000,50,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,4.0,12.24,2018,5,16,1000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,16.82,2018,5,28,1000,48,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,31.46,2018,5,28,20500,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,3.0,12.24,2018,5,31,3000,43,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
미네하우스2,11200,홍익동,295,2017,3.0,28.63,2018,6,3,5000,85,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,2.0,28.49,2018,6,19,21000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,5.0,13.05,2018,6,19,13000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,2.0,14.87,2018,7,14,1000,48,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,3.0,27.45,2018,8,7,22000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
마인하임B,11200,홍익동,101-1,2013,2.0,37.025,2018,8,11,29000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,4.0,27.45,2018,10,6,23000,5,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,5.0,31.46,2018,10,29,19000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,5.0,28.49,2018,11,1,19000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,5.0,13.05,2018,11,23,2000,45,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리치빌,11200,홍익동,364,2012,4.0,31.4,2018,11,26,7000,35,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌,11200,홍익동,125-1,2018,7.0,41.28,2018,11,26,35000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
유래바인,11200,홍익동,368,2015,3.0,25.11,2018,11,30,2000,60,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,4.0,12.24,2018,12,4,3000,45,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
리더스파크,11200,홍익동,367,2014,3.0,27.45,2018,12,6,22000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌,11200,홍익동,125-1,2018,9.0,41.28,2018,12,19,36000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
청기와빌라,11200,홍익동,346,1997,4.0,55.32,2018,12,21,20000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
theJ,11200,홍익동,302-3,2012,3.0,15.43,2018,12,24,1000,55,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
뉴센트빌,11200,홍익동,125-1,2018,6.0,34.74,2018,12,24,32000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
청기와빌라,11200,홍익동,346,1997,3.0,58.56,2018,12,27,25000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
에코하우스,11200,홍익동,305-2,2011,6.0,12.0,2019,1,5,12000,0,,,,,,37.56649,127.032354,상왕십리역[2호선],0.3760132510147472
